,badge,work_date,cost_center,num_hours,category,description,ws_rule,ws_rule_text,status,race,,,
8322,6960,10/8/19,1806,8.02,4000,Regular Hours,APBC,A-Shift Paint App B/C,Active,Non-Hispanic/Latino,,,
8323,6962,10/8/19,2803,5,2000,Vacation,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8324,6962,10/8/19,2803,5.05,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8325,6964,10/8/19,2909,11.03,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8326,6965,10/8/19,2813,11.02,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8327,6968,10/8/19,2912,10.03,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8328,6969,10/8/19,1830,11,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8329,6970,10/8/19,2808,11.08,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Hispanic/Latino,,,
8330,6972,10/8/19,2801,11.05,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8331,6973,10/8/19,1813,11.03,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8332,6977,10/8/19,2726,9.85,4000,Regular Hours,AXB2,A-Shift X5 Body Team 2,Active,Non-Hispanic/Latino,,,
8333,6978,10/8/19,1725,11.5,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
8334,6980,10/8/19,1362,11.47,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8335,6981,10/8/19,2611,9.93,4000,Regular Hours,A11&8B01,Body A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
8336,6986,10/8/19,1959,8.08,4000,Regular Hours,AICP,A-Shift ICP,Active,Non-Hispanic/Latino,,,
8337,6989,10/8/19,1830,11,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8338,6992,10/8/19,2830,8.2,4000,Regular Hours,AZB1,A-Shift Z3 Body Team 1,Active,Non-Hispanic/Latino,,,
8339,6993,10/8/19,2945,10.13,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8340,6994,10/8/19,2803,11.7,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8341,6995,10/8/19,1361,11.6,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8342,6996,10/8/19,2726,9.83,4000,Regular Hours,AXB3,A-Shift X5 Body Team 3,Active,Non-Hispanic/Latino,,,
8343,6998,10/8/19,2813,8.35,4000,Regular Hours,BPOW,B-Shift Paint Shop: Repr,Active,Non-Hispanic/Latino,,,
8344,6999,10/8/19,1959,8.92,4000,Regular Hours,AICP,A-Shift ICP,Active,Non-Hispanic/Latino,,,
8345,7000,10/8/19,1807,11.18,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8346,7001,10/8/19,2811,11,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8347,7006,10/8/19,1806,11,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8348,7008,10/8/19,2801,11.08,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8349,7009,10/8/19,2736,11.03,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8350,7014,10/8/19,2906,11,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8351,7015,10/8/19,2906,10.93,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8352,7018,10/8/19,2812,11.18,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8353,7020,10/8/19,2825,10.01,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8354,7022,10/8/19,2807,11.02,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8355,7023,10/8/19,2944,11.07,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Hispanic/Latino,,,
8356,7026,10/8/19,2828,10,4000,Regular Hours,B1930AD3,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8357,7028,10/8/19,1811,12.08,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8358,7029,10/8/19,2737,11.12,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8359,7030,10/8/19,1815,10.02,4000,Regular Hours,B1930AD3,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8360,7031,10/8/19,2865,10,4000,Regular Hours,B1930AD3,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8361,7032,10/8/19,2810,11.07,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8362,7033,10/8/19,2726,11.5,4000,Regular Hours,A11&8B01,Body A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
8363,7034,10/8/19,1725,11.52,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
8364,7043,10/8/19,1814,7.5,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8365,7045,10/8/19,2830,8,4000,Regular Hours,APBC,A-Shift Paint App B/C,Active,Non-Hispanic/Latino,,,
8366,7046,10/8/19,1805,11.07,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8367,7047,10/8/19,1804,11.03,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8368,7048,10/8/19,2820,9,4000,Regular Hours,AZA1,A-Shift Z3 Asm Team 1,Active,Non-Hispanic/Latino,,,
8369,7054,10/8/19,2806,11.13,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8370,7058,10/8/19,2630,10.18,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8371,7061,10/8/19,2830,8.07,4000,Regular Hours,AICP,A-Shift ICP,Active,Non-Hispanic/Latino,,,
8372,7064,10/8/19,1815,10.77,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8373,7066,10/8/19,2777,10,2004,Military,AXB3,A-Shift X5 Body Team 3,Inactive,Non-Hispanic/Latino,,,
8374,7079,10/8/19,2808,11,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8375,7084,10/8/19,2923,11.07,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8376,7086,10/8/19,1830,11,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8377,7088,10/8/19,2806,11.77,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8378,7089,10/8/19,2817,11.02,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8379,7091,10/8/19,2941,9.35,4000,Regular Hours,AICP,A-Shift ICP,Active,Hispanic/Latino,,,
8380,7093,10/8/19,1026,8.37,4000,Regular Hours,AZA1,A-Shift Z3 Asm Team 1,Active,Non-Hispanic/Latino,,,
8381,7095,10/8/19,2726,10.07,4000,Regular Hours,AXB2,A-Shift X5 Body Team 2,Active,Non-Hispanic/Latino,,,
8382,7097,10/8/19,1809,8.1,4000,Regular Hours,AAES,A-Shift Asm ESA,Active,Non-Hispanic/Latino,,,
8383,7101,10/8/19,1815,10.88,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8384,7104,10/8/19,2845,8,4000,Regular Hours,AZA1,A-Shift Z3 Asm Team 1,Active,Non-Hispanic/Latino,,,
8385,7105,10/8/19,1820,10.85,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8386,7112,10/8/19,2811,11.13,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8387,7113,10/8/19,1820,10.92,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8388,7115,10/8/19,2811,10.82,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Hispanic/Latino,,,
8389,7119,10/8/19,1222,8.25,4000,Regular Hours,A0845AQ1,Quality A-Shift 8hrs 8:45,Active,Non-Hispanic/Latino,,,
8390,7120,10/8/19,2931,11,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8391,7123,10/8/19,1715,11.5,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
8392,7126,10/8/19,1222,11.02,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8393,7128,10/8/19,2808,11.05,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8394,7129,10/8/19,2911,8.17,4000,Regular Hours,AZA1,A-Shift Z3 Asm Team 1,Active,Non-Hispanic/Latino,,,
8395,7139,10/8/19,1807,11,4000,Regular Hours,A0700PS3,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8396,7140,10/8/19,2927,11,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8397,7141,10/8/19,2815,11.03,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8398,7142,10/8/19,2923,11.5,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8399,7144,10/8/19,2801,8.02,4000,Regular Hours,AZT1,A-Shift Z3 Test Team 1,Active,Non-Hispanic/Latino,,,
8400,7147,10/8/19,1830,11.03,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8401,7148,10/8/19,2905,10.97,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8402,7153,10/8/19,2950,10.82,4000,Regular Hours,AXA3,A-Shift X5 Asm Team 3,Active,Non-Hispanic/Latino,,,
8403,7154,10/8/19,2810,11.07,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8404,7155,10/8/19,2936,11,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8405,7158,10/8/19,2923,11.05,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8406,7160,10/8/19,1811,10.02,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8407,7161,10/8/19,2737,10.15,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8408,7162,10/8/19,1813,10.62,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8409,7164,10/8/19,2809,11.68,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8410,7165,10/8/19,1804,11,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8411,7166,10/8/19,2808,11,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8412,7167,10/8/19,2945,10.3,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8413,7169,10/8/19,1813,11.5,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8414,7174,10/8/19,2714,7.5,4000,Regular Hours,AXB3,A-Shift X5 Body Team 3,Active,Non-Hispanic/Latino,,,
8415,7175,10/8/19,2911,8.85,4000,Regular Hours,AZA1,A-Shift Z3 Asm Team 1,Active,Non-Hispanic/Latino,,,
8416,7179,10/8/19,2923,11.05,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8417,7182,10/8/19,1813,11,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8418,7184,10/8/19,2809,10.06,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8419,7185,10/8/19,1830,10,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8420,7186,10/8/19,2931,7.63,4000,Regular Hours,APUB,A-Shift UBS,Active,Non-Hispanic/Latino,,,
8421,7190,10/8/19,1725,11.5,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
8422,7191,10/8/19,1621,11.57,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
8423,7192,10/8/19,2807,11,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8424,7196,10/8/19,2923,11.02,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8425,7198,10/8/19,1806,11.8,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8426,7200,10/8/19,1809,10.92,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8427,7202,10/8/19,2830,8,4000,Regular Hours,A0845AQ2,Quality A-Shift 8hrs 8:45,Active,Non-Hispanic/Latino,,,
8428,7203,10/8/19,2925,11.07,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Hispanic/Latino,,,
8429,7207,10/8/19,2931,11.02,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8430,7209,10/8/19,1555,10.72,4000,Regular Hours,B1930AD3,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8431,7210,10/8/19,2930,10.83,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8432,7247,10/8/19,2815,11,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8433,7248,10/8/19,2906,11.63,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8434,7249,10/8/19,2930,11.92,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8435,7250,10/8/19,2843,10.73,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8436,7252,10/8/19,2816,11.03,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Hispanic/Latino,,,
8437,7261,10/8/19,2928,11.08,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8438,7264,10/8/19,1811,10.17,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8439,7267,10/8/19,2807,10,2005,Jury Duty,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8440,7268,10/8/19,1730,11.4,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
8441,7270,10/8/19,2801,10,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8442,7271,10/8/19,2911,8.17,4000,Regular Hours,APZA,A-Shift Paint Z3 Asm,Active,Non-Hispanic/Latino,,,
8443,7275,10/8/19,1740,11.5,2011,60% STD,B11&8P02,Paint B-Shift 11.5hr/8.0h,Inactive,Non-Hispanic/Latino,,,
8444,7277,10/8/19,2809,11.03,4000,Regular Hours,A0700PS3,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8445,7278,10/8/19,2931,11,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8446,7280,10/8/19,2929,11.08,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8447,7284,10/8/19,1625,11.5,4000,Regular Hours,B11&8P02,Paint B-Shift 11.5hr/8.0h,Active,Non-Hispanic/Latino,,,
8448,7285,10/8/19,2807,10,2000,Vacation,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8449,7287,10/8/19,2930,10.95,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8450,7288,10/8/19,2941,9.83,4000,Regular Hours,B1930AD3,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8451,7298,10/8/19,1813,11,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8452,7299,10/8/19,1809,11.47,4000,Regular Hours,AXA5,A-Shift X5 Asm Team 2,Active,Non-Hispanic/Latino,,,
8453,7301,10/8/19,1720,8,4000,Regular Hours,A0850L30,A 8 Hour Paint 850-1720,Active,Non-Hispanic/Latino,,,
8454,7302,10/8/19,1831,10.07,4000,Regular Hours,B1930AD3,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8455,7303,10/8/19,2828,11.07,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8456,7304,10/8/19,2817,11.02,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8457,7307,10/8/19,1450,9,4000,Regular Hours,AAEL,A-Shift Asm ESA Ln 1,Active,Non-Hispanic/Latino,,,
8458,7310,10/8/19,1830,3.68,4000,Regular Hours,A0700PS3,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8459,7311,10/8/19,2949,11.85,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8460,7312,10/8/19,1640,11.37,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
8461,7317,10/8/19,2040,8,4000,Regular Hours,AZA1,A-Shift Z3 Asm Team 1,Active,Non-Hispanic/Latino,,,
8462,7318,10/8/19,2777,10,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8463,7319,10/8/19,2812,10.02,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8464,7321,10/8/19,2914,7.53,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8465,7323,10/8/19,2945,11.5,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8466,7325,10/8/19,2651,9.05,4000,Regular Hours,APSH,A-Shift Paint Shop,Active,Non-Hispanic/Latino,,,
8467,7326,10/8/19,2779,10,4000,Regular Hours,A0700AA1,A-Shift 07:00 Start 10 hr,Active,Non-Hispanic/Latino,,,
8468,7327,10/8/19,1813,11.02,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8469,7330,10/8/19,2837,8.42,4000,Regular Hours,AZA1,A-Shift Z3 Asm Team 1,Active,Non-Hispanic/Latino,,,
8470,7331,10/8/19,2825,10.03,4000,Regular Hours,B1930AD3,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8471,7332,10/8/19,2912,11,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8472,7333,10/8/19,2815,10,4000,Regular Hours,B1930AD3,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8473,7334,10/8/19,2811,11.17,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8474,7337,10/8/19,2809,11.12,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8475,7341,10/8/19,2828,11.2,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Hispanic/Latino,,,
8476,7342,10/8/19,2738,11.52,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
8477,7343,10/8/19,1770,11.5,4000,Regular Hours,A11&8P62,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
8478,7344,10/8/19,2738,8.47,4000,Regular Hours,AZA1,A-Shift Z3 Asm Team 1,Active,Non-Hispanic/Latino,,,
8479,7345,10/8/19,2809,11,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8480,7348,10/8/19,2837,11,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8481,7352,10/8/19,2816,11.05,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8482,7355,10/8/19,2809,11.02,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8483,7357,10/8/19,2828,10.08,4000,Regular Hours,B1930AD3,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8484,7358,10/8/19,4255,9.6,4000,Regular Hours,AZT1,A-Shift Z3 Test Team 1,Active,Non-Hispanic/Latino,,,
8485,7360,10/8/19,2929,11.03,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8486,7363,10/8/19,2936,10.53,4000,Regular Hours,B1930AD3,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8487,7366,10/8/19,1640,11.33,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
8488,7368,10/8/19,1833,8,4000,Regular Hours,APBC,A-Shift Paint App B/C,Active,Non-Hispanic/Latino,,,
8489,7369,10/8/19,2931,11,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8490,7371,10/8/19,2929,11.07,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8491,7376,10/8/19,2912,11.08,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8492,7377,10/8/19,1809,11,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8493,7378,10/8/19,2940,11,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8494,7383,10/8/19,1806,8.03,4000,Regular Hours,APBC,A-Shift Paint App B/C,Active,Non-Hispanic/Latino,,,
8495,7384,10/8/19,2721,10,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8496,7390,10/8/19,1811,11.92,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8497,7393,10/8/19,2931,8.85,4000,Regular Hours,BPOW,B-Shift Paint Shop: Repr,Active,Non-Hispanic/Latino,,,
8498,7396,10/8/19,2779,8.03,4000,Regular Hours,AICP,A-Shift ICP,Active,Non-Hispanic/Latino,,,
8499,7398,10/8/19,2940,11.1,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8500,7399,10/8/19,2941,10.7,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8501,7401,10/8/19,2837,10.88,4000,Regular Hours,APBC,A-Shift Paint App B/C,Active,Non-Hispanic/Latino,,,
8502,7402,10/8/19,2738,10,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8503,7404,10/8/19,1959,8.13,4000,Regular Hours,AICP,A-Shift ICP,Active,Hispanic/Latino,,,
8504,7406,10/8/19,2736,11.03,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8505,7407,10/8/19,2651,5.12,4000,Regular Hours,AICP,A-Shift ICP,Active,Non-Hispanic/Latino,,,
8506,7408,10/8/19,2914,11.05,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8507,7410,10/8/19,2930,11.05,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8508,7412,10/8/19,2865,8,4000,Regular Hours,BPFI,B-Shift Z4 Assembly,Active,Non-Hispanic/Latino,,,
8509,7413,10/8/19,2927,11.03,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8510,7414,10/8/19,2927,11.83,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8511,7472,10/8/19,2833,10.92,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8512,7475,10/8/19,2806,10.02,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8513,7477,10/8/19,2925,11.1,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8514,7480,10/8/19,1804,11,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8515,7482,10/8/19,2906,8.48,4000,Regular Hours,APZA,A-Shift Paint Z3 Asm,Active,Non-Hispanic/Latino,,,
8516,7484,10/8/19,1806,11.02,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8517,7486,10/8/19,1806,10.33,4000,Regular Hours,AICP,A-Shift ICP,Active,Non-Hispanic/Latino,,,
