,badge,work_date,cost_center,num_hours,category,description,ws_rule,ws_rule_text,status,race,,,
8126,5009,10/8/19,2928,11.07,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8127,5017,10/8/19,1222,8,2010,75% STD,APBC,A-Shift Paint App B/C,Active,Non-Hispanic/Latino,,,
8128,5018,10/8/19,2858,9.28,4000,Regular Hours,AZA1,A-Shift Z3 Asm Team 1,Active,Non-Hispanic/Latino,,,
8129,5025,10/8/19,2723,10,4000,Regular Hours,AXB2,A-Shift X5 Body Team 2,Active,Non-Hispanic/Latino,,,
8130,5032,10/8/19,1771,8,4000,Regular Hours,A0645A84,A-8HR Rework Team 4,Active,Non-Hispanic/Latino,,,
8131,5035,10/8/19,2736,11,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8132,5042,10/8/19,1649,11.02,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
8133,5057,10/8/19,1615,11.5,4000,Regular Hours,A11&8P62,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
8134,5061,10/8/19,1639,11.5,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
8135,5064,10/8/19,1771,8,4000,Regular Hours,A0645A85,A-8HR Rework Team 5,Active,Non-Hispanic/Latino,,,
8136,5065,10/8/19,1647,11.5,4000,Regular Hours,B11&8P61,Paint B-Shift 11.5hr/8.0h,Active,Non-Hispanic/Latino,,,
8137,5066,10/8/19,2751,10,4000,Regular Hours,AXB3,A-Shift X5 Body Team 3,Active,Non-Hispanic/Latino,,,
8138,5068,10/8/19,2830,8,2010,75% STD,AAES,A-Shift Asm ESA,Active,Non-Hispanic/Latino,,,
8139,5070,10/8/19,2713,11.45,4000,Regular Hours,B11&8B02,Body B-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
8140,5082,10/8/19,2865,10,2000,Vacation,A0700AA3,A-Shift 07:00 Start 10 hr,Active,Non-Hispanic/Latino,,,
8141,5089,10/8/19,2941,10.05,4000,Regular Hours,AICP,A-Shift ICP,Active,Non-Hispanic/Latino,,,
8142,5092,10/8/19,2820,8,4000,Regular Hours,APUB,A-Shift UBS,Active,Non-Hispanic/Latino,,,
8143,5134,10/8/19,2820,8,2000,Vacation,APUB,A-Shift UBS,Active,Non-Hispanic/Latino,,,
8144,5239,10/8/19,1783,11.5,4000,Regular Hours,B11&8P61,Paint B-Shift 11.5hr/8.0h,Active,Non-Hispanic/Latino,,,
8145,5259,10/8/19,2909,11.03,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8146,5261,10/8/19,1625,11.5,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
8147,5262,10/8/19,2835,9.45,4000,Regular Hours,AICP,A-Shift ICP,Active,Non-Hispanic/Latino,,,
8148,5269,10/8/19,2940,8.4,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8149,5271,10/8/19,1625,11.5,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
8150,5277,10/8/19,1748,10,4000,Regular Hours,BXA6,B-Shift X5 Asm Team 6,Active,Non-Hispanic/Latino,,,
8151,5282,10/8/19,1813,10.93,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8152,5295,10/8/19,1815,10.88,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8153,5296,10/8/19,1813,11,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8154,5310,10/8/19,1610,11.5,4000,Regular Hours,A11&8P62,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
8155,5311,10/8/19,2825,10.05,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8156,5314,10/8/19,1745,11.5,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
8157,5319,10/8/19,1750,8.05,4000,Regular Hours,APBC,A-Shift Paint App B/C,Active,Hispanic/Latino,,,
8158,5325,10/8/19,2845,8,4000,Regular Hours,AZA1,A-Shift Z3 Asm Team 1,Active,Non-Hispanic/Latino,,,
8159,5330,10/8/19,1222,10,2011,60% STD,B1930AD3,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8160,5342,10/8/19,2941,10,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8161,5343,10/8/19,1610,8.03,4000,Regular Hours,APBC,A-Shift Paint App B/C,Active,Non-Hispanic/Latino,,,
8162,5344,10/8/19,1626,11.5,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
8163,5345,10/8/19,1725,11.5,4000,Regular Hours,B11&8P02,Paint B-Shift 11.5hr/8.0h,Active,Non-Hispanic/Latino,,,
8164,5351,10/8/19,2936,11.55,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8165,5352,10/8/19,2856,10,2000,Vacation,AXA2,A-Shift X5 Asm Team 2,Active,Non-Hispanic/Latino,,,
8166,5355,10/8/19,1642,11.5,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
8167,5362,10/8/19,1625,11.5,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
8168,5364,10/8/19,2615,10.42,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8169,5366,10/8/19,1830,10,4000,Regular Hours,B1930AD3,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8170,5369,10/8/19,1853,8,4000,Regular Hours,APUB,A-Shift UBS,Active,Non-Hispanic/Latino,,,
8171,5372,10/8/19,2736,10,2000,Vacation,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8172,5375,10/8/19,2825,10.58,4000,Regular Hours,B1930AD3,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8173,5377,10/8/19,2613,9.97,4000,Regular Hours,B1930AD3,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8174,5380,10/8/19,2612,10,4000,Regular Hours,AXB3,A-Shift X5 Body Team 3,Active,Non-Hispanic/Latino,,,
8175,5381,10/8/19,2779,10,4000,Regular Hours,A0700AA1,A-Shift 07:00 Start 10 hr,Active,Non-Hispanic/Latino,,,
8176,5387,10/8/19,1833,8,4000,Regular Hours,AAES,A-Shift Asm ESA,Active,Non-Hispanic/Latino,,,
8177,5388,10/8/19,2835,8.4,4000,Regular Hours,AICP,A-Shift ICP,Active,Non-Hispanic/Latino,,,
8178,5398,10/8/19,2928,11,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8179,5401,10/8/19,2936,10,2000,Vacation,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8180,5405,10/8/19,2936,11.12,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8181,5414,10/8/19,2925,11.07,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8182,5418,10/8/19,2825,11.15,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8183,5419,10/8/19,1805,11.83,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8184,5424,10/8/19,1830,11,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8185,5425,10/8/19,1806,11,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8186,5427,10/8/19,2928,5.22,4000,Regular Hours,A0700PS3,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8187,5428,10/8/19,1811,10.05,4000,Regular Hours,B1930AD3,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8188,5429,10/8/19,2737,10,2010,75% STD,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8189,5442,10/8/19,2809,10.07,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8190,5445,10/8/19,1830,11,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8191,5448,10/8/19,1833,8,4000,Regular Hours,AAES,A-Shift Asm ESA,Active,Non-Hispanic/Latino,,,
8192,5452,10/8/19,1222,10,2010,75% STD,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8193,5467,10/8/19,1804,11.03,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8194,5468,10/8/19,1813,8.1,4000,Regular Hours,APBC,A-Shift Paint App B/C,Active,Non-Hispanic/Latino,,,
8195,5469,10/8/19,1807,11.05,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8196,5475,10/8/19,1850,9.47,4000,Regular Hours,BPOW,B-Shift Paint Shop: Repr,Active,Non-Hispanic/Latino,,,
8197,5483,10/8/19,2801,11.07,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8198,5489,10/8/19,2940,11.03,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8199,5493,10/8/19,2911,11.08,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8200,5496,10/8/19,1815,10.88,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8201,5501,10/8/19,2825,11.58,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8202,5505,10/8/19,2858,10,4000,Regular Hours,AZA1,A-Shift Z3 Asm Team 1,Active,Non-Hispanic/Latino,,,
8203,5506,10/8/19,2939,10.63,4000,Regular Hours,B1930AD3,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8204,5509,10/8/19,2940,11.05,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8205,5511,10/8/19,2830,8.33,4000,Regular Hours,AICP,A-Shift ICP,Active,Non-Hispanic/Latino,,,
8206,5512,10/8/19,1820,10.88,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8207,5515,10/8/19,2809,11.2,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8208,5516,10/8/19,2812,10.57,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8209,5519,10/8/19,1830,11,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8210,5520,10/8/19,2813,11.02,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8211,5522,10/8/19,2930,11.03,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8212,5529,10/8/19,2945,11.07,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8213,5533,10/8/19,2810,11.08,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8214,5538,10/8/19,2929,11,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8215,5544,10/8/19,1809,10.61,4000,Regular Hours,A0700PS3,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8216,5545,10/8/19,2802,11.93,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8217,5557,10/8/19,1830,10.13,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8218,5561,10/8/19,1811,11.03,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8219,5563,10/8/19,2811,11.13,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8220,5566,10/8/19,2930,11.03,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8221,5567,10/8/19,2907,11.5,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8222,5569,10/8/19,2923,11.15,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8223,5570,10/8/19,2939,8.42,4000,Regular Hours,B1930AD3,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8224,5571,10/8/19,2736,11.05,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8225,5577,10/8/19,2909,11.35,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8226,5579,10/8/19,2817,11,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Hispanic/Latino,,,
8227,5587,10/8/19,2809,10,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8228,5595,10/8/19,2931,10,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8229,5605,10/8/19,1625,11.5,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
8230,5615,10/8/19,2930,11.12,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8231,5616,10/8/19,2801,11.03,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8232,5617,10/8/19,2923,11.03,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8233,5621,10/8/19,1809,10.87,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8234,5626,10/8/19,1815,10.85,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8235,5633,10/8/19,2833,10,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8236,5637,10/8/19,1813,10.73,4000,Regular Hours,B1930AD3,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8237,5652,10/8/19,2944,11.02,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8238,5656,10/8/19,2825,11.03,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8239,5662,10/8/19,2928,11.75,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8240,5675,10/8/19,2820,8.17,4000,Regular Hours,AICP,A-Shift ICP,Active,Non-Hispanic/Latino,,,
8241,5677,10/8/19,2944,11.68,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8242,5678,10/8/19,2803,9.03,4000,Regular Hours,APUB,A-Shift UBS,Active,Non-Hispanic/Latino,,,
8243,5680,10/8/19,1813,11.02,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8244,5688,10/8/19,2936,7.5,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8245,5689,10/8/19,1815,10.92,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8246,5722,10/8/19,2815,11.08,4000,Regular Hours,A0700PS3,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8247,5724,10/8/19,2817,11.17,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8248,5731,10/8/19,1815,10,4000,Regular Hours,B1930AD3,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8249,5732,10/8/19,2820,9.05,4000,Regular Hours,AZA1,A-Shift Z3 Asm Team 1,Active,Non-Hispanic/Latino,,,
8250,5735,10/8/19,2802,11.05,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8251,5737,10/8/19,2944,11.07,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8252,5745,10/8/19,1807,11.1,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8253,5748,10/8/19,2941,10,4000,Regular Hours,BPD2,B: Paint App Fin Team 2,Active,Non-Hispanic/Latino,,,
8254,5867,10/8/19,1830,11.07,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8255,6077,10/8/19,2830,10,4000,Regular Hours,B1930AD3,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8256,6078,10/8/19,2812,10.83,4000,Regular Hours,B1930AD3,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8257,6086,10/8/19,1626,11.28,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
8258,6087,10/8/19,2802,11.55,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8259,6093,10/8/19,2865,8.25,4000,Regular Hours,BPAC,B-Shift Paint Applic,Active,Non-Hispanic/Latino,,,
8260,6099,10/8/19,2801,10,2011,60% STD,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8261,6100,10/8/19,1364,9.03,4000,Regular Hours,AZA1,A-Shift Z3 Asm Team 1,Active,Non-Hispanic/Latino,,,
8262,6312,10/8/19,2802,11.28,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8263,6315,10/8/19,2830,10,4000,Regular Hours,B2000AF4,B-Shift Assy SL 4,Active,Non-Hispanic/Latino,,,
8264,6318,10/8/19,2939,11.03,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8265,6745,10/8/19,1804,11.42,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8266,6746,10/8/19,2810,10,2000,Vacation,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8267,6750,10/8/19,2652,10.03,4000,Regular Hours,AXB2,A-Shift X5 Body Team 2,Active,Non-Hispanic/Latino,,,
8268,6752,10/8/19,2806,11.12,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8269,6753,10/8/19,1805,11.02,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8270,6755,10/8/19,2808,11,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8271,6757,10/8/19,1830,8.52,4000,Regular Hours,B2200AA1,B-Shift 22:00 Start 8 hr,Active,Non-Hispanic/Latino,,,
8272,6764,10/8/19,2809,10.88,4000,Regular Hours,B1930AD3,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8273,6767,10/8/19,2911,11.98,4000,Regular Hours,A0700PS3,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8274,6768,10/8/19,2833,10.68,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8275,6769,10/8/19,2931,11,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8276,6772,10/8/19,2777,9.7,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8277,6776,10/8/19,1809,10.97,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8278,6779,10/8/19,2808,2.5,2000,Vacation,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8279,6779,10/8/19,2808,8.82,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8280,6782,10/8/19,1706,9.98,4000,Regular Hours,APBC,A-Shift Paint App B/C,Active,Non-Hispanic/Latino,,,
8281,6785,10/8/19,2811,11.13,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8282,6786,10/8/19,2825,11,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8283,6787,10/8/19,2940,11.25,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8284,6788,10/8/19,1783,11.57,4000,Regular Hours,B11&8P61,Paint B-Shift 11.5hr/8.0h,Active,Non-Hispanic/Latino,,,
8285,6789,10/8/19,2944,1.23,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8286,6839,10/8/19,1645,11.28,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
8287,6842,10/8/19,2907,11.08,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8288,6844,10/8/19,2820,8,4000,Regular Hours,AZA1,A-Shift Z3 Asm Team 1,Active,Non-Hispanic/Latino,,,
8289,6846,10/8/19,1317,11.27,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8290,6847,10/8/19,2736,11.03,4000,Regular Hours,A0700PS3,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8291,6851,10/8/19,2927,10.55,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8292,6855,10/8/19,2942,11.03,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8293,6857,10/8/19,1649,11.08,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Hispanic/Latino,,,
8294,6858,10/8/19,1749,6.17,4000,Regular Hours,A11&8P11,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
8295,6860,10/8/19,2907,8,4000,Regular Hours,APBC,A-Shift Paint App B/C,Active,Non-Hispanic/Latino,,,
8296,6862,10/8/19,2777,9.77,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8297,6863,10/8/19,2731,10.55,4000,Regular Hours,B11&8B02,Body B-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
8298,6865,10/8/19,2731,11.98,4000,Regular Hours,B11&8B02,Body B-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
8299,6866,10/8/19,2807,11.97,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8300,6867,10/8/19,2713,9.95,4000,Regular Hours,AXB3,A-Shift X5 Body Team 3,Active,Non-Hispanic/Latino,,,
8301,6870,10/8/19,1715,11.58,4000,Regular Hours,A11&8P62,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
8302,6875,10/8/19,1811,11.1,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8303,6878,10/8/19,2942,11,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8304,6879,10/8/19,2912,11.02,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8305,6881,10/8/19,2928,11.03,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8306,6886,10/8/19,1820,10.85,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8307,6889,10/8/19,1640,11.33,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
8308,6891,10/8/19,2925,11.62,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8309,6892,10/8/19,2945,10.02,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8310,6894,10/8/19,2945,10.18,4000,Regular Hours,B1930AD3,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8311,6895,10/8/19,2906,11.08,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8312,6897,10/8/19,1720,11.5,4000,Regular Hours,B11&8P02,Paint B-Shift 11.5hr/8.0h,Active,Non-Hispanic/Latino,,,
8313,6899,10/8/19,2906,10.97,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8314,6941,10/8/19,1807,11,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8315,6946,10/8/19,2721,10,4000,Regular Hours,B1930AD3,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
8316,6947,10/8/19,2809,11,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8317,6949,10/8/19,2808,2.5,2000,Vacation,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8318,6949,10/8/19,2808,7.57,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8319,6951,10/8/19,2828,11.07,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
8320,6958,10/8/19,1813,11.02,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Hispanic/Latino,,,
8321,6959,10/8/19,2808,11.05,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
